OBJECTID_1,DEPCODE,FIPS,COUNTYNAME,County_1,County2,County3,State,CountyPopulation,NumPeopleTested,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRang,PUIAgeMedi,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRe,PUIFLResOu,PUIContNo,PUIContUnk,PUITravelN,PUITravelY,TPositive,TNegative,TInconc,TPending,T_Total_Re,T_LabPriva,T_LabDOH_R,T_LabPri_1,T_LabDOH_N,C_Female,C_Male,C_SexUnkn,C_AllResTy,C_Age_0_4,C_Age_5_14,C_Age_15_2,C_Age_25_3,C_Age_35_4,C_Age_45_5,C_Age_55_6,C_Age_65_7,C_Age_75_8,C_Age_85pl,C_Age_Unkn,C_AgeRange,C_AgeMedia,C_RaceWhit,C_RaceBlac,C_RaceOthe,C_RaceUnkn,C_Hispanic,C_Hispan_1,C_Hispan_2,C_EDYes_Re,C_EDYes_No,C_HospYesRES,C_HospYesNONRES,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFL,T_total,T_negative,T_positive,Anitbody_Positive,Antibody_Negative,Antibody_Inconclusive,Antibody_tested,Antibody_PctPos,Tests_AllSources,Postive_AllSources,Negative_Allsources,TestedPeople_AllSources,Percent_PopTest,Percent_PosTests,Percent_PositivePeople,Start,End,M_ILI,M_COVID,M_PosTests,M_PctPos,D_ILI,D_COVID,D_PosTests,D_PctPos,P_ILI,P_COVID,P_PosTests,P_PctPos,Text_ILI,Text_COVID,Text_PosTests,Text_PctPos,C_LTCF_Cases,C_LTCF_Deaths,ALL_DEATHS,ALL_ER,ALL_HOSPITAL,Perc_ER,Perc_Hosp,Perc_Died,Cases_Yesterday,Deaths_Yesterday,C_deltaCases,C_DeltaDeaths,C_Pediatric_Cases,C_Pedia_ER,C_Pedia_Hosp,C_PrisonDeaths
47,11,21,COLLIER,Collier,Collier,Collier County,FL,363922,17375,379,654,1695,2034,2179,2248,2549,2770,2120,709,38,0 to 105,52,9312,7977,86,17010,365,0,515,14073,3043,168,4087,13189,3,96,16911,3696,305,70,16,1960,2035,6,4001,115,215,735,676,698,564,480,286,213,103,2,0 to 101,38,2081,187,332,1401,1919,862,1220,499,20,320,11,6,71,4087,2088,1993,4001,86,0,28659,279,33039,28938,4087,299,9723,1,10023,2.98,43062,4386,22912,27398,7.5,10.2,25.2,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,increased by,56,46.8,46.8,21.3,%,%,%,%,51,36,77,519,331,13,9,1.9,3966,70,121,1,463,29,13,0
16,12,23,COLUMBIA,Columbia,Columbia,Columbia County,FL,69105,3479,89,107,243,427,436,453,672,552,289,202,9,0 to 119,54,1966,1415,98,3464,15,0,219,3065,359,16,269,3207,0,3,3461,230,37,2,0,137,130,0,267,8,16,30,62,42,41,37,19,8,6,0,0 to 97,39,125,107,31,4,34,222,11,9,0,21,0,0,3,269,132,137,267,2,0,5472,13,5759,5485,269,10,190,0,200,5,5959,279,3397,3679,5.3,4.7,8,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,decreased by,decreased by,116.7,63.2,14.9,21,%,%,%,%,0,0,3,9,21,4,8,1.1,261,3,8,0,27,0,0,0
48,13,25,DADE,Dade,Miami-Dade,Miami-Dade County,FL,2715516,170310,1865,2809,13506,27421,27197,30934,28941,19534,11055,6373,675,0 to 225,48,88763,80407,1140,168811,1498,1,4212,152763,18255,1009,33714,136347,100,149,168564,32351,833,521,9,16491,16670,23,33184,338,669,3481,6113,5515,6035,4976,3166,1906,1445,70,0 to 108,46,16006,4634,1407,11137,16231,5965,10988,6669,49,3923,31,15,953,33714,16944,16731,33183,530,1,266469,967,301442,267436,33714,2750,41893,2,44645,6.16,346087,36464,178240,214955,7.9,10.5,21.4,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,increased by,67.8,41.9,103.7,29.6,%,%,%,%,1019,435,968,6718,3954,20,12,2.9,31562,947,2152,6,1431,233,42,7
58,14,27,DESOTO,Desoto,Desoto,Desoto County,FL,36399,2645,68,126,239,368,367,462,497,286,156,70,6,0 to 102,48,1104,1409,132,2635,10,0,61,1965,586,12,585,2049,0,11,2624,463,122,0,0,284,300,1,585,24,66,90,117,87,82,68,35,8,8,0,0 to 92,34,444,60,19,62,372,144,69,92,0,56,0,0,10,585,300,284,585,0,0,3877,10,4477,3887,585,7,137,0,144,4.86,4621,592,2186,2789,7.7,12.8,22.4,6/21/2020,6/27/2020,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,28.6,46.2,54.5,18.7,%,%,%,%,1,0,10,92,56,16,10,1.7,574,10,11,0,110,5,3,0
26,15,29,DIXIE,Dixie,Dixie,Dixie County,FL,16437,812,21,27,65,90,134,107,138,121,68,40,1,0 to 118,52,479,316,17,812,0,0,11,697,81,1,65,747,0,0,812,49,16,0,0,30,35,0,65,0,3,12,4,12,11,11,4,5,3,0,6 to 91,48,49,14,1,1,1,62,2,15,0,11,0,0,4,65,35,30,65,0,0,1297,0,1362,1297,65,0,25,0,25,0,1387,65,772,837,5.1,4.7,8,6/21/2020,6/27/2020,YES,YES,NO,YES,did not change,decreased by,increased by,increased by,,100,300,218.9,,%,%,%,0,0,4,15,11,24,17,6.2,65,4,0,0,9,0,0,0
36,16,31,DUVAL,Duval,Duval,Duval County,FL,924229,51753,823,1115,5012,8731,7612,7858,8982,6532,3310,1655,123,-6 to 119,48,28376,22636,741,51125,628,0,857,48381,2701,221,5588,46107,10,48,51067,5208,280,89,11,2742,2731,15,5488,68,150,1017,1531,963,708,596,332,140,80,3,0 to 101,35,1704,1459,569,1756,611,2907,1970,525,22,342,11,3,64,5588,2784,2787,5488,100,0,93648,528,99862,94176,5588,317,5163,4,5484,5.78,105346,5905,51270,57237,6.2,5.6,11.4,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,increased by,65.9,31,204.4,53.4,%,%,%,%,139,33,67,547,353,10,7,1.2,4848,64,740,0,304,21,6,0
63,17,33,ESCAMBIA,Escambia,Escambia,Escambia County,FL,311522,18475,458,482,1613,2445,2146,2477,3369,2853,1650,945,37,0 to 119,53,11146,7288,41,15627,2848,0,267,17463,1075,83,1660,16812,2,1,15624,1321,64,275,0,786,598,1,1385,24,53,312,273,203,186,196,162,159,91,1,0 to 105,41,675,420,46,244,61,958,366,156,1,89,1,3,44,1660,705,954,1385,275,0,27470,2573,31713,30043,1660,25,907,0,932,2.68,32645,1685,17719,19407,6.2,5.2,9.1,6/21/2020,6/27/2020,NO,NO,NO,NO,decreased by,increased by,increased by,increased by,5.1,47.2,172.6,124,%,%,%,%,27,32,47,157,90,10,6,2.8,1611,44,49,0,110,6,3,0
59,18,35,FLAGLER,Flagler,Flagler,Flagler County,FL,107139,3989,44,40,205,393,465,566,788,782,488,212,6,0 to 119,58,2343,1594,52,3951,38,0,117,3706,255,42,293,3695,0,1,3950,252,33,8,0,176,109,0,285,1,5,30,44,33,46,62,47,21,4,0,1 to 94,53,173,45,51,16,40,224,21,44,3,29,2,1,5,293,113,180,285,8,0,7614,30,7941,7644,293,32,943,0,975,3.28,8916,325,4638,4964,4.6,3.6,8.1,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,increased by,increased by,66.7,69.2,318.8,151.7,%,%,%,%,1,0,6,47,31,17,11,2,279,5,14,0,9,0,0,0
65,19,37,FRANKLIN,Franklin,Franklin,Franklin County,FL,11736,472,2,4,25,35,35,49,107,128,71,16,0,0 to 95,63,263,206,3,468,4,0,9,457,9,7,6,465,0,1,467,4,1,1,0,4,1,0,5,0,0,0,2,0,0,1,2,1,0,0,34 to 75,65,5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,5,5,1,0,811,3,820,814,6,1,314,0,315,0.32,1135,7,779,787,6.7,0.6,1.5,6/21/2020,6/27/2020,YES,YES,NO,YES,did not change,did not change,increased by,increased by,,,4,0.041666667,,,case,percent difference,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9,20,39,GADSDEN,Gadsden,Gadsden,Gadsden County,FL,46017,2985,51,101,221,495,504,526,468,390,145,82,2,0 to 119,47,2062,911,12,2967,17,1,41,2690,364,16,373,2608,1,3,2964,360,9,4,0,259,110,0,369,4,15,29,72,77,74,39,33,19,11,0,0 to 98,43,140,155,17,57,42,255,72,76,0,60,0,0,7,373,110,263,368,4,1,5382,13,5774,5395,373,9,103,0,112,8.04,5886,382,2711,3097,6.7,6.5,12.8,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,increased by,300,266.7,225,198.5,%,%,%,%,4,4,7,76,60,21,17,1.9,365,7,8,0,24,1,1,0
1,21,41,GILCHRIST,Gilchrist,Gilchrist,Gilchrist County,FL,17615,773,16,16,88,105,110,115,118,99,70,36,0,0 to 118,49,432,330,11,773,0,0,10,675,105,2,97,676,0,0,773,79,18,0,0,22,75,0,97,3,4,15,20,19,16,15,3,2,0,0,0 to 83,38,69,10,16,2,26,66,5,4,0,0,0,0,0,97,75,22,97,0,0,2203,0,2303,2203,97,3,58,0,61,4.92,2364,100,734,834,4.7,4.2,12.9,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,decreased by,increased by,8,700,55.1,48.8,case,%,%,%,0,0,0,4,0,5,0,0,94,0,3,0,10,0,0,0
55,22,43,GLADES,Glades,Glades,Glades County,FL,13363,324,4,13,42,68,69,36,32,30,23,6,1,1 to 90,39,133,189,2,324,0,0,28,208,149,0,161,163,0,0,324,159,2,0,0,37,124,0,161,1,3,25,48,46,19,12,5,1,1,0,3 to 89,36,124,17,5,15,102,43,16,18,0,14,0,0,1,161,124,37,161,0,0,468,0,629,468,161,2,13,0,15,13.33,644,163,176,339,2.5,25.3,50.3,6/21/2020,6/27/2020,YES,YES,NO,NO,did not change,decreased by,decreased by,decreased by,,100,12,31.8,,%,%,%,0,0,1,18,14,12,9,0.6,158,1,3,0,7,0,0,0
38,23,45,GULF,Gulf,Gulf,Gulf County,FL,16055,626,11,15,39,57,65,105,128,122,65,19,0,0 to 94,56,367,256,3,569,57,0,19,583,65,13,22,604,0,0,569,16,3,3,0,10,9,0,19,0,1,3,2,2,6,5,3,0,0,0,9 to 70,48,12,4,2,1,2,16,1,6,1,1,1,0,0,22,11,11,19,3,0,1343,54,1419,1397,22,0,45,0,45,0,1464,22,649,671,4.2,1.5,3.5,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,increased by,increased by,2,2,400,702.4,case,case,%,%,0,0,0,7,2,32,10,0,22,0,0,0,1,0,0,0
14,24,47,HAMILTON,Hamilton,Hamilton,Hamilton County,FL,14269,2013,18,28,161,539,416,323,245,168,69,42,4,0 to 118,41,456,1530,27,2007,6,0,36,1876,328,6,325,1687,0,1,2006,314,8,2,1,64,258,0,322,7,11,31,89,66,58,49,11,3,0,0,0 to 84,38,142,148,30,2,53,123,146,36,1,10,0,0,2,325,260,65,322,3,0,2313,3,2642,2316,325,1,33,0,34,2.94,2676,326,1720,2047,14.3,12.2,16.2,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,decreased by,133.3,125,30.4,17.8,%,%,%,%,0,0,2,37,10,12,4,0.6,322,2,3,0,30,7,0,0
23,25,49,HARDEE,Hardee,Hardee,Hardee County,FL,27228,1204,35,87,166,228,156,151,156,131,68,26,0,0 to 94,40,663,526,15,1197,7,0,62,661,465,7,411,793,0,0,1197,391,15,5,0,204,202,0,406,12,37,65,93,66,52,35,32,14,5,0,0 to 86,34,294,56,38,18,282,107,17,63,3,36,3,1,3,411,205,206,406,5,0,2000,2,2415,2002,411,7,44,0,51,13.73,2466,418,837,1255,4.6,17,34.7,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,decreased by,22.2,61.5,32.3,34.6,%,%,%,%,4,1,4,66,39,17,10,1,403,3,8,0,61,4,0,0
60,26,51,HENDRY,Hendry,Hendry,Hendry County,FL,40127,2706,91,115,354,499,446,386,351,210,140,107,7,0 to 104,41,1335,1362,9,2704,2,0,199,1746,891,4,923,1783,0,0,2704,879,44,0,0,382,541,0,923,26,38,139,211,191,136,85,47,30,20,0,0 to 101,37,742,89,29,63,670,207,46,152,0,85,0,0,25,923,541,382,923,0,0,4126,2,5053,4128,923,8,112,0,120,6.67,5173,931,1895,2826,7,18,34.4,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,decreased by,increased by,decreased by,120,42.1,47.3,12.4,%,%,%,%,8,18,25,152,85,17,10,2.7,895,25,28,0,90,4,0,0
33,27,53,HERNANDO,Hernando,Hernando,Hernando County,FL,182696,4067,68,66,330,530,489,597,720,584,423,256,4,0 to 102,54,2444,1602,21,4046,21,0,95,3635,310,47,346,3721,0,0,4046,269,70,6,1,166,173,0,339,4,9,55,67,53,56,49,33,15,5,0,0 to 92,40,223,31,16,69,48,169,122,68,2,32,2,1,5,346,175,171,339,7,0,9502,14,9863,9516,346,20,886,0,906,2.21,10769,366,4607,4973,2.7,3.4,9,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,increased by,increased by,350,73.9,268.2,81.2,%,%,%,%,2,0,6,70,34,21,10,1.7,312,5,34,0,17,0,0,0
45,28,55,HIGHLANDS,Highlands,Highlands,Highlands County,FL,102101,3914,63,62,200,411,357,459,621,728,634,359,20,0 to 119,61,2377,1499,38,3848,66,0,71,3583,289,26,324,3583,0,7,3841,282,39,3,0,173,148,0,321,10,11,39,46,43,52,57,31,30,5,0,0 to 91,48,193,57,47,24,110,179,32,66,1,57,1,0,11,324,151,173,321,3,0,7911,63,8304,7974,324,19,319,0,338,5.62,8642,343,3902,4252,4.2,4,8.8,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,120,50,84.9,31.1,%,%,%,%,11,0,11,67,58,21,18,3.4,373,11,-49,0,25,2,0,0
20,29,57,HILLSBOROUGH,Hillsborough,Hillsborough,Hillsborough County,FL,1378883,59522,1368,1685,5884,9619,8635,9053,9611,7548,4053,1873,193,0 to 119,48,33836,25397,289,59091,431,0,905,55942,3075,319,9918,49481,23,100,58969,9641,191,83,3,5177,4622,33,9832,201,340,1977,2486,1505,1270,942,557,340,220,80,0 to 119,34,2891,1408,1263,4270,1948,2979,4905,940,11,602,8,3,132,9918,4662,5223,9832,86,0,110204,344,120549,110548,9918,342,11939,1,12282,2.78,132831,10260,61420,71804,5.2,7.7,17.2,6/21/2020,6/27/2020,NO,NO,NO,NO,increased by,increased by,increased by,increased by,98.4,28.7,123.2,23.1,%,%,%,%,428,88,135,951,610,10,7,1.4,9130,132,788,0,719,46,7,0
18,30,59,HOLMES,Holmes,Holmes,Holmes County,FL,19430,910,12,13,72,134,129,147,161,157,63,21,1,0 to 119,52,444,451,15,899,11,0,6,758,167,6,161,749,0,0,899,143,16,0,2,21,138,0,159,1,0,16,49,45,26,13,10,1,0,0,1 to 79,38,92,57,5,5,11,123,25,7,0,5,0,0,0,161,139,22,159,2,0,2182,9,2355,2191,161,1,43,0,44,2.27,2399,162,792,954,4.9,6.8,17.8,6/21/2020,6/27/2020,NO,NO,NO,YES,decreased by,decreased by,increased by,decreased by,50,33.3,769.2,4.9,%,%,%,%,0,0,0,7,5,5,4,0,161,0,0,0,1,0,0,0
61,31,61,INDIAN RIVER,Indian River,Indian River,Indian River County,FL,150984,5956,68,93,437,571,566,720,947,1108,817,614,15,0 to 119,60,3631,2299,26,5884,72,0,200,5049,781,66,655,5274,0,27,5859,629,14,10,2,335,305,3,643,8,31,118,112,97,89,51,59,54,34,2,0 to 99,39,278,40,57,268,118,226,299,106,6,53,3,0,16,655,313,339,643,12,0,13061,58,13776,13119,655,42,1500,0,1542,2.72,15318,697,6774,7498,5,4.6,11.7,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,81.8,50,41,8.8,%,%,%,%,42,8,16,112,56,18,9,2.4,620,16,35,0,59,4,1,0
52,32,63,JACKSON,Jackson,Jackson,Jackson County,FL,48472,3098,32,39,261,528,526,537,483,312,233,141,6,0 to 105,47,1399,1607,92,3075,23,0,18,2630,349,30,359,2732,1,6,3068,312,38,8,1,90,260,0,350,3,9,36,86,81,65,55,17,6,1,0,0 to 87,40,154,138,20,38,29,210,111,43,2,27,0,0,2,359,264,95,350,9,0,4729,14,5111,4743,359,18,96,0,114,15.79,5225,377,2828,3212,6.6,7.2,12.2,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,decreased by,increased by,increased by,200,42.9,73.3,25.9,%,%,%,%,22,0,2,45,27,13,8,0.6,353,2,6,0,16,4,0,0
11,33,65,JEFFERSON,Jefferson,Jefferson,Jefferson County,FL,14105,590,15,13,27,51,81,81,118,121,65,17,1,0 to 101,57,355,231,4,585,5,0,7,490,91,7,47,542,0,1,584,24,21,2,0,28,17,0,45,2,1,4,6,8,4,7,7,4,4,0,0 to 95,54,15,22,7,1,8,35,2,9,2,9,0,0,4,47,19,28,45,2,0,1168,3,1219,1171,47,0,60,0,60,0,1279,47,602,650,4.6,3.7,8,6/21/2020,6/27/2020,YES,NO,NO,YES,did not change,decreased by,increased by,decreased by,,100,175,14.5,,%,%,%,0,4,4,11,9,24,20,8.5,45,4,2,0,5,1,2,0
37,34,67,LAFAYETTE,Lafayette,Lafayette,Lafayette County,FL,8744,363,6,1,44,45,40,36,40,50,56,44,1,0 to 119,58,229,127,7,363,0,0,12,330,23,1,30,333,0,0,363,24,6,0,0,14,16,0,30,1,1,4,7,2,4,4,4,1,2,0,3 to 98,41,22,5,0,3,4,23,3,5,0,3,0,0,0,30,16,14,30,0,0,504,0,535,504,30,0,13,0,13,0,548,30,346,376,4.3,5.5,8.3,6/21/2020,6/27/2020,NO,YES,NO,NO,did not change,did not change,increased by,decreased by,,,42.9,41,,,%,%,0,0,0,5,3,17,10,0,31,0,-1,0,2,0,0,0
27,35,69,LAKE,Lake,Lake,Lake County,FL,335362,15978,235,258,949,1536,1595,1986,2580,2880,2040,670,1249,0 to 103,58,8387,6556,1035,15839,139,0,199,15088,713,102,1192,14760,0,26,15815,1159,16,17,0,578,591,6,1175,19,25,201,222,176,178,160,107,81,21,2,0 to 103,41,487,146,209,333,180,597,398,177,12,104,5,1,22,1192,601,585,1175,17,0,30964,120,32293,31084,1192,100,4480,0,4580,2.18,36873,1292,19240,20558,6.1,3.5,8.1,6/21/2020,6/27/2020,NO,NO,NO,YES,increased by,increased by,increased by,increased by,35.4,51.4,71.5,17.9,%,%,%,%,10,4,23,189,109,16,10,1.9,1098,22,94,0,66,5,1,0
