OBJECTID_1,DEPCODE,FIPS,COUNTYNAME,County_1,County2,County3,State,CountyPopulation,NumPeopleTested,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRang,PUIAgeMedi,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRe,PUIFLResOu,PUIContNo,PUIContUnk,PUITravelN,PUITravelY,TPositive,TNegative,TInconc,TPending,T_Total_Re,T_LabPriva,T_LabDOH_R,T_LabPri_1,T_LabDOH_N,C_Female,C_Male,C_SexUnkn,C_AllResTy,C_Age_0_4,C_Age_5_14,C_Age_15_2,C_Age_25_3,C_Age_35_4,C_Age_45_5,C_Age_55_6,C_Age_65_7,C_Age_75_8,C_Age_85pl,C_Age_Unkn,C_AgeRange,C_AgeMedia,C_RaceWhit,C_RaceBlac,C_RaceOthe,C_RaceUnkn,C_Hispanic,C_Hispan_1,C_Hispan_2,C_EDYes_Re,C_EDYes_No,C_HospYesRES,C_HospYesNONRES,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFL,T_total,T_negative,T_positive,Anitbody_Positive,Antibody_Negative,Antibody_Inconclusive,Antibody_tested,Antibody_PctPos,Tests_AllSources,Postive_AllSources,Negative_Allsources,TestedPeople_AllSources,Percent_PopTest,Percent_PosTests,Percent_PositivePeople,Start,End,M_ILI,M_COVID,M_PosTests,M_PctPos,D_ILI,D_COVID,D_PosTests,D_PctPos,P_ILI,P_COVID,P_PosTests,P_PctPos,Text_ILI,Text_COVID,Text_PosTests,Text_PctPos,C_LTCF_Cases,C_LTCF_Deaths,ALL_DEATHS,ALL_ER,ALL_HOSPITAL,Perc_ER,Perc_Hosp,Perc_Died,Cases_Yesterday,Deaths_Yesterday,C_deltaCases,C_DeltaDeaths,C_Pediatric_Cases,C_Pedia_ER,C_Pedia_Hosp,C_PrisonDeaths,C_Delta2,C_Trend1,C_Trend2
16,12,23,COLUMBIA,Columbia,Columbia,Columbia County,FL,69105,3806,100,118,276,483,494,506,726,587,301,206,9,0 to 119,53,0,2088,1632,86,3788,18,0,307,366,3177,3803,624,3179,0,3,3785,575,44,5,0,0,253,366,20,28,63,119,105,92,97,60,28,12,0,0 to 118,42,263,177,61,118,65,418,136,15,0,60,0,0,4,624,370,254,619,5,0,7084,13,7728,7097,624,12,232,0,244,4.92,7972,636,856,7850,11.4,8,16.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,25,11.1,14.6,10,%,%,%,%,20,0,4,15,60,3,10,0.6,589,4,35,0,58,0,0,0,100,0,0
48,13,25,DADE,Dade,Miami-Dade,Miami-Dade County,FL,2715516,205361,2426,3952,18519,34678,33308,37112,33577,21962,12268,6868,691,0 to 225,47,174,106521,97639,1027,203727,1633,1,5014,16424,182149,205180,69807,135276,97,181,203451,68106,1021,667,9,134,34628,34334,843,1774,8575,13656,11810,12459,9763,5668,3172,1996,87,0 to 108,43,25808,7470,2431,33418,26781,9213,33133,8239,55,4443,31,15,1175,69803,34681,34933,69126,676,1,369303,940,440839,370243,69803,3344,55163,2,58509,5.72,499348,73147,124970,468869,17.3,14.6,35.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,14.8,12.9,30.7,4.5,%,%,%,%,996,545,1190,8294,4474,12,7,1.7,67713,1143,2090,32,3740,345,51,11,1300,30,118
58,14,27,DESOTO,Desoto,Desoto,Desoto County,FL,36399,3076,84,161,297,450,459,530,548,309,162,72,4,0 to 102,46,1,1271,1678,126,3066,10,0,116,832,2168,3069,951,2118,0,7,3059,823,128,0,0,1,406,541,31,87,130,195,172,142,114,57,13,10,0,0 to 97,36,623,92,35,201,518,217,216,137,0,80,0,0,11,951,541,406,951,0,0,5487,10,6459,5497,951,7,158,0,165,4.24,6624,958,1109,6303,17.3,14.5,31.1,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,decreased by,decreased by,37.5,35.3,49.1,23.4,%,%,%,%,1,0,11,137,80,15,9,1.2,886,11,65,0,145,6,3,0,88,0,1
26,15,29,DIXIE,Dixie,Dixie,Dixie County,FL,16437,877,21,29,76,98,144,111,144,136,76,41,1,0 to 118,52,1,524,338,14,877,0,0,14,137,742,877,125,752,0,0,877,104,21,0,0,1,69,54,0,5,19,15,20,14,15,20,13,4,0,6 to 91,48,88,15,1,21,0,100,25,23,0,14,0,0,4,125,54,69,125,0,0,1596,0,1722,1596,125,0,31,0,31,0,1753,125,156,1785,10.9,7.1,14.3,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,80,33.3,138.5,28,%,%,%,%,0,0,4,23,14,19,12,3.2,117,4,8,0,12,0,0,0,3,0,0
36,16,31,DUVAL,Duval,Duval,Duval County,FL,924229,59872,996,1464,6445,10650,8975,9041,9848,7008,3530,1784,131,-6 to 119,46,91,32762,26321,698,59179,693,0,1238,3990,55670,59772,13727,46034,11,100,59072,12588,974,149,13,70,7122,6350,166,471,2416,3484,2357,1900,1488,827,382,227,6,0 to 102,36,3414,4098,1215,4835,1199,6490,5873,731,24,420,12,4,87,13724,6440,7191,13562,162,0,128525,521,142961,129046,13724,583,7676,3,8262,7.06,151223,14307,21403,127806,13.8,9.5,23.9,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,7.1,41.6,4.3,14.6,%,%,%,%,399,37,91,755,432,6,4,0.7,13370,84,354,4,922,29,6,0,60,5,18
63,17,33,ESCAMBIA,Escambia,Escambia,Escambia County,FL,311522,21144,492,553,2210,3064,2541,2803,3673,3012,1743,997,56,0 to 119,51,37,12532,8530,45,18011,3133,0,542,1270,19258,21127,4484,16641,2,17,17992,3835,78,570,0,37,2116,1759,48,120,939,926,628,529,530,332,267,164,0,0 to 105,36,1654,1015,134,1110,126,2464,1323,388,2,204,1,3,54,4483,1996,2449,3913,570,0,39998,2517,47015,42515,4483,39,1175,0,1214,3.21,48229,4522,5659,43468,14,9.4,21.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,1.3,0.5,22.8,8.3,%,%,%,%,149,37,57,390,205,9,5,1.3,4335,54,148,0,268,23,6,0,29,7,6
59,18,35,FLAGLER,Flagler,Flagler,Flagler County,FL,107139,4290,61,53,255,436,499,615,826,819,501,219,6,0 to 119,57,2,2494,1737,57,4251,39,0,179,340,3831,4287,529,3758,0,3,4248,446,74,9,0,2,285,228,10,15,68,80,57,85,91,80,32,11,0,0 to 94,49,307,69,95,49,67,375,78,75,4,44,2,1,5,529,233,289,520,9,0,9940,30,10514,9970,529,38,1160,0,1198,3.17,11712,567,1689,9772,9.1,4.8,13.2,7/5/2020 5:00,7/11/2020 5:00,YES,NO,NO,YES,decreased by,decreased by,increased by,decreased by,10,2.7,7.4,20.4,%,%,%,%,2,0,6,79,46,15,9,1.1,509,5,20,0,35,4,0,0,8,0,0
65,19,37,FRANKLIN,Franklin,Franklin,Franklin County,FL,11736,554,9,8,32,43,43,65,129,131,76,18,0,0 to 95,61,0,320,232,2,550,4,0,10,64,488,553,45,508,0,1,549,41,3,1,0,0,27,17,0,1,4,7,3,6,11,6,5,2,0,9 to 85,56,32,10,0,2,1,40,3,7,0,3,0,0,0,45,17,28,44,1,0,1675,3,1724,1678,45,1,466,0,467,0.21,2191,46,511,1573,13.4,2.1,8.3,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,50,66.7,125,359,%,%,%,%,0,0,0,7,3,16,7,0,44,0,1,0,3,0,0,0,0,0,0
9,20,39,GADSDEN,Gadsden,Gadsden,Gadsden County,FL,46017,3239,61,122,270,540,551,560,492,402,155,83,3,0 to 119,46,2,2198,1028,11,3220,18,1,59,371,2716,3238,624,2613,1,1,3219,605,14,5,0,2,397,220,10,35,75,117,129,107,65,46,27,12,1,0 to 98,40,199,257,30,133,90,363,166,115,0,76,0,0,8,624,220,402,618,5,1,6564,13,7216,6577,624,9,125,0,134,6.72,7350,633,749,6610,14.4,8.6,19.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,33.3,30.8,48.8,13.3,%,%,%,%,0,4,8,115,76,19,13,1.3,615,8,9,0,62,4,1,0,110,0,1
1,21,41,GILCHRIST,Gilchrist,Gilchrist,Gilchrist County,FL,17615,847,21,24,98,108,120,128,125,109,78,36,0,0 to 118,49,0,470,369,8,847,0,0,21,132,655,847,156,691,0,0,847,134,22,0,0,0,52,104,5,6,23,24,25,26,22,14,11,0,0,0 to 83,43,106,16,15,19,29,103,24,9,0,1,0,0,0,156,104,52,156,0,0,2573,0,2734,2573,156,3,69,0,72,4.17,2806,159,225,1766,10,5.7,18.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,900,600,10.5,37.2,%,%,%,%,0,0,0,9,1,6,1,0,143,0,13,0,18,0,0,0,36,0,0
55,22,43,GLADES,Glades,Glades,Glades County,FL,13363,381,7,16,51,80,79,46,35,33,26,6,2,1 to 90,39,0,184,196,1,381,0,0,44,145,177,381,209,172,0,0,381,207,2,0,0,0,85,124,4,5,35,57,55,28,15,6,2,1,1,1 to 89,36,159,30,12,8,122,76,11,31,0,20,0,0,1,209,124,85,209,0,0,577,0,788,577,209,2,17,0,19,10.53,807,211,226,781,5.8,26.1,55.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,YES,YES,increased by,decreased by,decreased by,decreased by,1,50,43.8,12.3, case,%,%,%,0,0,1,31,20,15,10,0.5,209,1,0,0,14,1,0,0,112,0,0
38,23,45,GULF,Gulf,Gulf,Gulf County,FL,16055,739,19,26,66,77,74,124,141,125,67,20,0,0 to 94,53,0,423,313,3,680,59,0,35,116,603,739,101,638,0,0,680,93,3,5,0,0,51,45,1,5,22,15,15,23,12,6,1,1,0,2 to 89,40,63,25,3,5,12,78,6,18,1,5,1,0,0,101,49,52,96,5,0,2281,54,2440,2335,101,0,66,0,66,0,2506,101,167,1544,9.6,4,13.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,100,100,54.2,61,%,%,%,%,0,0,0,19,6,19,6,0,98,0,3,0,9,0,0,0,1,0,0
14,24,47,HAMILTON,Hamilton,Hamilton,Hamilton County,FL,14269,2126,28,43,191,558,428,334,252,174,72,42,4,0 to 118,40,0,528,1576,22,2120,6,0,46,183,1682,2125,439,1686,0,1,2119,426,10,2,1,0,135,301,17,26,61,108,77,70,56,17,6,1,0,0 to 86,35,167,229,35,5,68,219,149,62,1,16,0,0,2,439,303,136,436,3,0,2858,3,3301,2861,439,1,44,0,45,2.22,3346,440,483,4295,30.1,13.2,20.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,decreased by,decreased by,decreased by,50,18.2,20.4,27.4,%,%,%,%,0,0,2,63,16,15,4,0.5,434,2,5,0,60,9,0,0,221,0,0
23,25,49,HARDEE,Hardee,Hardee,Hardee County,FL,27228,1490,51,129,222,279,193,186,179,148,75,28,0,0 to 94,38,0,811,655,24,1482,8,0,72,747,746,1490,613,877,0,0,1482,427,180,5,1,0,316,287,22,63,108,131,92,75,50,46,20,6,0,0 to 87,32,455,69,58,25,420,164,23,94,3,52,3,1,4,613,291,318,607,6,0,2725,2,3341,2727,613,7,51,0,58,12.07,3399,620,664,3038,11.2,18.2,41.6,7/5/2020 5:00,7/11/2020 5:00,NO,YES,NO,NO,increased by,decreased by,increased by,decreased by,66.7,4.8,2.1,20.7,%,%,%,%,9,1,5,97,55,16,9,0.8,607,4,6,0,110,8,0,0,2,0,1
60,26,51,HENDRY,Hendry,Hendry,Hendry County,FL,40127,3123,110,151,436,579,503,455,390,230,152,110,7,0 to 104,40,1,1537,1570,15,3121,2,0,286,1079,1913,3122,1268,1854,0,1,3120,1222,45,0,0,1,537,724,35,63,205,280,235,200,121,67,38,23,0,0 to 101,37,1009,128,41,89,876,319,72,201,0,110,0,0,30,1267,724,537,1267,0,0,5105,2,6385,5107,1267,12,123,0,135,8.89,6520,1279,1391,6379,15.9,19.6,41,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,decreased by,decreased by,9.1,38.5,32.9,22.2,%,%,%,%,13,18,30,201,110,16,9,2.4,1241,29,26,1,133,6,0,0,60,-2,3
33,27,53,HERNANDO,Hernando,Hernando,Hernando County,FL,182696,4738,86,87,439,649,575,697,814,647,464,276,4,0 to 102,52,0,2799,1923,16,4713,25,0,303,688,3680,4736,947,3789,0,2,4711,761,174,10,1,0,468,467,13,26,157,179,125,146,130,95,53,22,0,0 to 100,41,654,68,72,141,135,549,251,185,2,93,2,1,10,946,471,475,935,11,0,12509,14,13474,12523,946,25,1186,0,1211,2.06,14685,971,2133,10683,5.8,6.6,20.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,30.4,20.2,58.8,5.9,%,%,%,%,29,0,11,187,95,20,11,1.2,909,8,37,2,57,3,0,0,9,-4,4
45,28,55,HIGHLANDS,Highlands,Highlands,Highlands County,FL,102101,4216,78,77,234,458,398,502,666,761,661,361,20,0 to 119,60,4,2523,1657,32,4150,66,0,104,420,3687,4211,590,3620,1,5,4144,532,55,3,0,1,312,273,15,19,68,89,83,90,102,63,54,7,0,0 to 95,48,319,106,84,78,182,314,91,130,2,89,1,0,13,590,276,312,587,3,0,10628,63,11300,10691,590,21,415,0,436,4.82,11736,611,1005,8858,8.7,5.2,14.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,26.1,31.6,39.3,72.9,%,%,%,%,17,0,13,132,90,23,16,2.2,557,13,33,0,40,2,0,0,16,6,1
20,29,57,HILLSBOROUGH,Hillsborough,Hillsborough,Hillsborough County,FL,1378883,70253,1664,2233,7728,11934,10394,10672,10786,8073,4322,1988,459,0 to 119,45,133,39399,30376,345,69801,452,0,1440,5110,64631,70103,20509,49572,22,150,69629,20016,384,105,3,126,10703,9495,416,837,3778,4797,3245,2907,2126,1097,619,339,347,0 to 104,35,6129,2459,2249,9563,4138,5440,10822,1433,12,828,9,3,189,20508,9545,10761,20400,108,0,151279,341,172330,151620,20508,456,15295,0,15751,2.9,188081,20964,35804,155957,11.3,11.1,29.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,decreased by,0.6,15,9.4,12.7,%,%,%,%,594,116,192,1445,837,8,5,0.9,19828,188,680,1,1691,93,9,0,14,28,25
18,30,59,HOLMES,Holmes,Holmes,Holmes County,FL,19430,992,16,16,83,150,139,163,169,161,69,25,1,0 to 119,51,0,475,502,15,978,14,0,14,214,751,992,234,758,0,0,978,202,27,3,2,0,45,184,2,0,27,66,54,40,20,15,6,4,0,1 to 93,38,133,71,9,16,16,176,37,9,0,7,0,0,1,234,185,49,229,5,0,2589,9,2838,2598,234,1,61,0,62,1.61,2900,235,295,2046,10.5,8.1,23.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,YES,NO,increased by,decreased by,decreased by,increased by,100,55.6,27.8,5.6,%,%,%,%,9,0,1,9,7,4,3,0.4,229,1,5,0,3,0,0,0,145,0,1
61,31,61,INDIAN RIVER,Indian River,Indian River,Indian River County,FL,150984,6868,105,158,608,719,692,844,1058,1168,848,652,16,0 to 119,58,15,4130,2698,25,6796,72,0,284,1188,5411,6840,1338,5502,0,28,6770,1310,15,10,2,12,688,623,29,79,254,234,185,177,130,108,83,57,1,0 to 99,38,553,99,121,552,263,448,614,174,6,94,3,0,22,1337,631,692,1325,12,0,18081,58,19488,18139,1337,47,1838,0,1885,2.49,21373,1384,3176,15565,10.3,6.5,20.2,7/5/2020 5:00,7/11/2020 5:00,YES,NO,NO,YES,did not change,decreased by,decreased by,decreased by,,45.9,9.2,15.3,,%,%,%,58,11,22,180,97,14,8,1.6,1259,21,78,1,152,5,1,0,1,1,5
52,32,63,JACKSON,Jackson,Jackson,Jackson County,FL,48472,3438,37,53,305,575,575,595,527,350,254,161,6,0 to 105,47,0,1562,1790,86,3413,25,0,24,721,2784,3434,652,2781,1,4,3408,600,41,10,1,0,221,418,6,10,70,122,122,124,95,53,28,22,0,0 to 100,44,260,191,33,157,34,362,245,100,2,68,0,0,2,652,424,226,641,11,0,6032,14,6709,6046,652,21,149,0,170,12.35,6879,673,801,7038,14.5,9.8,19.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,75,100,371.1,179.4,%,%,%,%,56,0,2,102,68,16,11,0.3,632,2,20,0,31,4,0,0,288,3,0
11,33,65,JEFFERSON,Jefferson,Jefferson,Jefferson County,FL,14105,642,14,15,35,62,87,93,125,122,68,20,1,0 to 101,56,0,380,258,4,636,6,0,14,123,506,642,93,549,0,0,636,60,30,3,0,0,50,40,2,2,11,17,12,14,13,8,7,7,0,0 to 95,48,42,32,10,6,10,70,10,17,2,12,0,0,4,93,43,50,90,3,0,1468,2,1564,1470,93,0,78,0,78,0,1642,93,171,1362,9.7,5.7,14.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,did not change,increased by,increased by,increased by,,50,120,79.6,,%,%,%,0,4,4,19,12,21,13,4.3,87,4,6,0,8,1,2,0,6,0,0
