OBJECTID_1,DEPCODE,FIPS,COUNTYNAME,County_1,County2,County3,State,CountyPopulation,NumPeopleTested,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRang,PUIAgeMedi,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRe,PUIFLResOu,PUIContNo,PUIContUnk,PUITravelN,PUITravelY,TPositive,TNegative,TInconc,TPending,T_Total_Re,T_LabPriva,T_LabDOH_R,T_LabPri_1,T_LabDOH_N,C_Female,C_Male,C_SexUnkn,C_AllResTy,C_Age_0_4,C_Age_5_14,C_Age_15_2,C_Age_25_3,C_Age_35_4,C_Age_45_5,C_Age_55_6,C_Age_65_7,C_Age_75_8,C_Age_85pl,C_Age_Unkn,C_AgeRange,C_AgeMedia,C_RaceWhit,C_RaceBlac,C_RaceOthe,C_RaceUnkn,C_Hispanic,C_Hispan_1,C_Hispan_2,C_EDYes_Re,C_EDYes_No,C_HospYesRES,C_HospYesNONRES,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFL,T_total,T_negative,T_positive,Anitbody_Positive,Antibody_Negative,Antibody_Inconclusive,Antibody_tested,Antibody_PctPos,Tests_AllSources,Postive_AllSources,Negative_Allsources,TestedPeople_AllSources,Percent_PopTest,Percent_PosTests,Percent_PositivePeople,Start,End,M_ILI,M_COVID,M_PosTests,M_PctPos,D_ILI,D_COVID,D_PosTests,D_PctPos,P_ILI,P_COVID,P_PosTests,P_PctPos,Text_ILI,Text_COVID,Text_PosTests,Text_PctPos,C_LTCF_Cases,C_LTCF_Deaths,ALL_DEATHS,ALL_ER,ALL_HOSPITAL,Perc_ER,Perc_Hosp,Perc_Died,Cases_Yesterday,Deaths_Yesterday,C_deltaCases,C_DeltaDeaths,C_Pediatric_Cases,C_Pedia_ER,C_Pedia_Hosp,C_PrisonDeaths,C_Delta2
47,11,21,COLLIER,Collier,Collier,Collier County,FL,363922,19459,493,778,2067,2377,2506,2590,2795,2894,2194,727,38,0 to 105,50,10368,8965,126,19091,368,0,670,15283,3940,178,5975,13345,3,136,18952,5534,345,73,16,2931,2920,28,5879,173,320,1085,995,1007,884,703,403,280,118,0,0 to 101,38,2761,287,427,2404,2472,1193,2214,657,21,436,11,6,94,5968,2973,2967,5879,89,0,35177,279,41458,35456,5968,404,11524,1,11929,3.39,53387,6372,24869,31388,8.6,11.9,32.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,12.1,12.6,2.3,8,%,%,%,%,53,38,100,678,447,12,8,1.7,5777,91,191,3,697,38,18,0,7
16,12,23,COLUMBIA,Columbia,Columbia,Columbia County,FL,69105,3650,100,114,266,450,456,479,700,571,300,205,9,0 to 119,54,2059,1501,90,3632,18,0,300,3056,534,16,462,3185,0,3,3629,414,43,5,0,224,233,0,457,19,24,53,86,65,64,71,44,26,10,0,0 to 97,43,213,158,58,28,62,363,32,13,0,60,0,0,4,462,237,225,457,5,0,6705,13,7185,6718,462,12,232,0,244,4.92,7429,474,3417,3894,5.6,6.4,13,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,23.1,2.9,154.1,74.8,%,%,%,%,19,0,4,13,60,3,13,0.9,433,4,29,0,53,0,0,0,40
48,13,25,DADE,Dade,Miami-Dade,Miami-Dade County,FL,2715516,196780,2305,3722,17330,32895,31803,35602,32387,21361,11967,6728,680,0 to 225,47,102170,93420,1190,195182,1597,1,4889,175978,21616,1045,60876,135626,97,181,194906,59226,1003,630,9,30135,29974,120,60229,743,1546,7353,11788,10240,10877,8499,5045,2855,1846,76,0 to 108,43,23855,6886,2169,27319,24624,8527,27078,7965,53,4377,31,15,1132,60868,30302,30423,60228,639,1,343796,953,406261,344749,60868,3344,55163,2,58509,5.72,464770,64212,190789,255289,9.4,13.8,32.6,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,30.3,0.5,68.6,31.3,%,%,%,%,943,545,1147,8018,4408,14,8,1.9,58341,1118,2527,14,3240,321,47,11,1231
58,14,27,DESOTO,Desoto,Desoto,Desoto County,FL,36399,2946,83,155,284,423,431,502,531,302,160,71,4,0 to 102,47,1241,1578,127,2936,10,0,113,2019,813,14,830,2109,0,7,2929,702,128,0,0,382,445,3,830,30,81,121,169,144,116,99,50,11,9,0,0 to 92,35,599,90,32,109,501,208,121,137,0,80,0,0,11,830,445,382,830,0,0,4975,10,5822,4985,830,7,158,0,165,4.24,5987,837,2267,3111,8.5,14,28.4,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,60,30,21.5,1.5,%,%,%,%,1,0,11,137,80,17,10,1.3,809,11,21,0,134,6,3,0,22
26,15,29,DIXIE,Dixie,Dixie,Dixie County,FL,16437,858,21,27,75,96,141,109,141,133,73,41,1,0 to 118,52,510,332,16,858,0,0,15,712,129,2,106,752,0,0,858,87,19,0,0,57,48,1,106,0,3,18,12,16,12,14,17,10,4,0,6 to 91,50,80,15,1,10,0,92,14,23,0,14,0,0,4,106,48,57,106,0,0,1524,0,1630,1524,106,0,31,0,31,0,1661,106,783,889,5.4,6.4,12.4,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,5,6,250,236.4, cases, cases,%,%,0,0,4,23,14,22,14,3.8,103,4,3,0,9,0,0,0,3
36,16,31,DUVAL,Duval,Duval,Duval County,FL,924229,58489,968,1414,6234,10349,8741,8841,9664,6909,3474,1764,131,-6 to 119,46,31994,25701,794,57807,682,0,1169,53573,3766,231,12290,46091,11,97,57703,11290,847,138,12,6342,5713,82,12137,155,424,2204,3170,2114,1685,1291,719,316,203,6,0 to 102,35,3167,3609,1094,4267,1111,5865,5161,693,22,408,11,3,76,12287,5796,6406,12137,150,0,121503,526,134492,122029,12287,583,7676,3,8262,7.06,142754,12870,53767,66751,7.2,9,22,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,did not change,decreased by,increased by,increased by,,18.4,32.6,32.9,,%,%,%,318,37,79,715,419,6,4,0.6,11772,74,515,2,826,27,6,0,60
63,17,33,ESCAMBIA,Escambia,Escambia,Escambia County,FL,311522,20372,481,539,2014,2874,2425,2719,3590,2977,1719,985,49,0 to 119,51,12144,8172,56,17279,3093,0,465,18758,1603,106,3662,16695,2,13,17264,3055,78,529,0,1717,1406,10,3133,42,106,733,728,499,438,433,296,239,148,0,0 to 105,37,1466,898,105,664,115,2140,878,328,2,175,1,3,53,3662,1626,2026,3133,529,0,35332,2564,41571,37896,3662,39,1175,0,1214,3.21,42785,3701,17870,21586,6.9,8.7,18.2,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,108.1,82.4,124.9,30.4,%,%,%,%,123,37,56,330,176,10,5,1.5,3485,53,177,0,232,21,6,0,26
59,18,35,FLAGLER,Flagler,Flagler,Flagler County,FL,107139,4230,57,49,244,435,491,602,818,810,501,217,6,0 to 119,57,2464,1705,61,4191,39,0,169,3739,382,49,473,3754,0,3,4188,398,66,9,0,259,197,8,464,6,11,59,79,50,73,83,72,32,8,0,1 to 94,49,279,62,86,37,63,344,57,72,4,43,2,1,5,473,202,263,464,9,0,9337,30,9849,9367,473,38,1160,0,1198,3.17,11047,511,4914,5428,5.1,4.6,12.1,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,40,27.3,32.8,7.8,%,%,%,%,1,0,6,76,45,17,10,1.3,456,5,17,0,26,4,0,0,8
65,19,37,FRANKLIN,Franklin,Franklin,Franklin County,FL,11736,530,5,8,29,40,43,60,124,131,74,16,0,0 to 95,62,306,222,2,526,4,0,10,471,39,11,31,498,0,1,525,27,3,1,0,20,10,0,30,0,1,2,5,3,4,7,5,3,1,0,9 to 85,57,21,5,0,4,1,26,3,4,0,0,0,0,0,31,10,21,30,1,0,1507,3,1541,1510,31,1,466,0,467,0.21,2008,32,964,997,8.5,1.6,6,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,2,3,60,74.8, cases, cases,%,%,0,0,0,4,0,13,0,0,25,0,6,0,2,0,0,0,0
9,20,39,GADSDEN,Gadsden,Gadsden,Gadsden County,FL,46017,3191,58,118,261,532,543,554,487,399,153,83,3,0 to 119,46,2171,1008,12,3173,17,1,52,2790,477,20,574,2615,1,1,3172,558,12,4,0,371,198,1,570,9,31,65,109,120,100,59,43,25,12,1,0 to 98,40,188,227,30,125,84,335,151,108,0,74,0,0,8,574,198,375,569,4,1,6380,13,6979,6393,574,9,125,0,134,6.72,7113,583,2740,3325,7.2,8.2,18.3,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,25,14.3,62.5,9.1,%,%,%,%,0,4,8,108,74,19,13,1.4,528,7,46,1,57,3,1,0,109
1,21,41,GILCHRIST,Gilchrist,Gilchrist,Gilchrist County,FL,17615,820,18,23,96,106,117,126,121,104,73,36,0,0 to 118,49,454,357,9,820,0,0,20,681,178,3,134,686,0,0,820,113,21,0,0,39,95,0,134,5,6,22,22,23,24,19,8,5,0,0,0 to 83,39,96,14,15,9,29,91,14,8,0,1,0,0,0,134,95,39,134,0,0,2497,0,2634,2497,134,3,69,0,72,4.17,2706,137,755,892,5.1,5.1,16.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,YES,YES,decreased by,decreased by,decreased by,increased by,87.5,77.8,5,25,%,%,%,%,0,0,0,8,1,6,1,0,133,0,1,0,18,0,0,0,35
55,22,43,GLADES,Glades,Glades,Glades County,FL,13363,374,7,15,50,80,78,45,34,32,26,6,1,1 to 90,39,182,191,1,374,0,0,38,193,194,0,200,174,0,0,374,198,2,0,0,81,119,0,200,4,4,33,57,53,27,14,5,2,1,0,1 to 89,35,152,29,11,8,119,70,11,27,0,19,0,0,1,200,119,81,200,0,0,558,0,759,558,200,2,17,0,19,10.53,778,202,191,393,2.9,26,54,6/28/2020 5:00,7/4/2020 5:00,YES,YES,NO,NO,did not change,did not change,decreased by,decreased by,,,60,53,,,%,%,0,0,1,27,19,14,10,0.5,196,1,4,0,12,1,0,0,112
38,23,45,GULF,Gulf,Gulf,Gulf County,FL,16055,715,15,20,63,75,73,122,138,123,66,20,0,0 to 94,54,406,306,3,656,59,0,34,592,106,16,88,627,0,0,656,80,3,5,0,39,44,0,83,1,3,21,14,13,21,10,4,0,1,0,2 to 89,40,55,20,2,6,12,66,5,15,1,5,1,0,0,88,48,40,83,5,0,2082,54,2228,2136,88,0,66,0,66,0,2294,88,693,781,4.9,3.8,12.3,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,did not change,increased by,decreased by,50,,92.3,37.5,%,,%,%,0,0,0,16,6,19,7,0,79,0,9,0,6,0,0,0,1
14,24,47,HAMILTON,Hamilton,Hamilton,Hamilton County,FL,14269,2103,26,40,184,555,424,333,249,174,72,42,4,0 to 118,40,519,1561,23,2097,6,0,47,1896,419,6,417,1685,0,1,2096,404,10,2,1,126,288,0,414,15,23,54,106,74,69,53,17,6,0,0,0 to 84,36,164,213,34,3,67,200,147,59,1,15,0,0,2,417,290,127,414,3,0,2735,3,3156,2738,417,1,44,0,45,2.22,3201,418,1729,2148,15.1,13.1,19.9,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,increased by,increased by,decreased by,75,10,61.8,5.1,%,%,%,%,0,0,2,60,15,15,4,0.5,412,2,5,0,53,8,0,0,221
23,25,49,HARDEE,Hardee,Hardee,Hardee County,FL,27228,1463,58,126,220,268,187,181,174,147,75,27,0,0 to 94,38,790,644,29,1455,8,0,70,677,678,14,596,867,0,0,1455,412,178,5,1,303,280,7,590,21,63,107,127,89,72,47,45,20,5,0,0 to 86,32,438,66,53,33,407,153,30,90,3,51,3,1,4,596,284,305,590,6,0,2612,2,3211,2614,596,7,51,0,58,12.07,3269,603,918,1521,5.6,18.4,41.2,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,decreased by,increased by,66.7,60,20.7,15.2,%,%,%,%,9,1,5,93,54,16,10,0.8,595,4,1,0,109,8,0,0,2
60,26,51,HENDRY,Hendry,Hendry,Hendry County,FL,40127,3008,104,147,412,559,487,435,374,225,149,109,7,0 to 104,40,1477,1513,18,3006,2,0,272,1738,1126,7,1165,1842,0,1,3005,1118,45,0,0,486,669,8,1163,33,59,183,264,220,180,106,62,35,21,0,0 to 101,36,935,119,37,72,820,289,54,194,0,104,0,0,28,1163,669,486,1163,0,0,4851,2,6025,4853,1163,12,123,0,135,8.89,6160,1175,1965,3143,7.8,19.1,39.1,6/28/2020 5:00,7/4/2020 5:00,NO,YES,NO,NO,did not change,decreased by,increased by,increased by,,43.8,5.7,27.1,,%,%,%,10,18,28,194,104,17,9,2.4,1146,28,17,0,126,6,0,0,45
33,27,53,HERNANDO,Hernando,Hernando,Hernando County,FL,182696,4608,81,80,420,628,556,681,794,638,455,271,4,0 to 102,53,2728,1857,23,4586,22,0,240,3759,775,53,819,3787,0,2,4584,653,157,7,1,403,406,1,810,11,19,138,155,110,128,111,86,43,17,0,0 to 96,41,555,54,60,141,113,452,245,148,2,71,2,1,7,818,408,409,810,8,0,11956,14,12789,11970,818,25,1186,0,1211,2.06,14000,843,4973,5819,3.2,6,18.3,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,24.4,8,20.4,18.1,%,%,%,%,14,0,8,150,73,19,9,1,766,6,52,1,46,2,0,0,8
45,28,55,HIGHLANDS,Highlands,Highlands,Highlands County,FL,102101,4138,75,71,224,447,386,492,655,753,655,360,20,0 to 119,61,2485,1616,37,4072,66,0,101,3653,440,33,517,3615,1,5,4066,461,53,3,0,274,239,1,514,14,14,60,77,70,80,91,56,49,6,0,0 to 95,48,280,95,80,59,166,277,71,116,2,81,1,0,13,517,242,274,514,3,0,10240,63,10839,10303,517,21,415,0,436,4.82,11275,538,4030,4574,4.5,4.8,13,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,increased by,decreased by,increased by,4.5,2.4,9.6,0.4,%,%,%,%,14,0,13,118,82,23,16,2.5,488,13,29,0,34,2,0,0,15
20,29,57,HILLSBOROUGH,Hillsborough,Hillsborough,Hillsborough County,FL,1378883,68165,1624,2105,7400,11534,10018,10357,10536,7965,4253,1959,414,0 to 119,46,38264,29423,478,67718,447,0,1342,62028,4865,341,18362,49630,22,151,67545,17895,362,100,3,9537,8533,187,18257,383,712,3446,4389,2855,2575,1860,983,548,307,302,0 to 104,35,5591,2248,2056,8362,3782,4964,9511,1356,12,799,9,3,187,18360,8581,9592,18257,103,0,142096,344,160951,142440,18360,456,15295,0,15751,2.9,176702,18816,64925,83916,6.1,10.6,27.6,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,did not change,increased by,20.3,11,,11.3,%,%,,%,560,116,190,1368,808,8,5,1,17662,186,698,1,1471,83,9,0,13
18,30,59,HOLMES,Holmes,Holmes,Holmes County,FL,19430,981,17,16,81,149,137,160,168,160,67,25,1,0 to 119,51,470,495,16,967,14,0,12,762,225,10,225,755,0,1,966,193,27,3,2,40,179,1,220,2,0,25,64,53,38,19,15,5,4,0,1 to 93,38,127,71,9,13,16,170,34,9,0,7,0,0,0,225,180,44,220,5,0,2512,9,2751,2521,225,1,61,0,62,1.61,2813,226,816,1043,5.4,8,23,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,NO,increased by,increased by,decreased by,increased by,100,150,67.3,28.8,%,%,%,%,7,0,0,9,7,4,4,0,223,0,2,0,3,0,0,0,144
61,31,61,INDIAN RIVER,Indian River,Indian River,Indian River County,FL,150984,6623,92,140,569,674,659,812,1023,1150,842,646,16,0 to 119,58,3990,2598,35,6551,72,0,266,5288,1238,76,1159,5434,0,30,6523,1131,15,10,2,590,547,9,1146,23,64,222,195,163,155,111,94,77,53,1,0 to 99,38,484,86,110,466,234,394,518,156,6,85,3,0,20,1158,555,594,1146,12,0,16717,58,17941,16775,1158,47,1838,0,1885,2.49,19826,1205,7272,8508,5.6,6.1,18.2,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,26.3,41.4,10.1,36.1,%,%,%,%,48,11,20,162,88,14,8,1.7,1112,20,46,0,122,4,1,0,1
52,32,63,JACKSON,Jackson,Jackson,Jackson County,FL,48472,3353,37,48,293,567,571,588,518,334,245,146,6,0 to 105,47,1514,1751,88,3329,24,0,22,2651,550,37,584,2766,1,2,3326,531,40,9,1,182,387,2,571,6,10,64,115,119,118,87,38,17,7,0,0 to 100,43,232,179,29,131,33,321,217,84,2,57,0,0,2,581,392,187,571,10,0,5578,14,6184,5592,581,21,149,0,170,12.35,6354,602,2915,3523,7.3,9.5,18,6/28/2020 5:00,7/4/2020 5:00,NO,YES,NO,YES,decreased by,did not change,increased by,increased by,33.3,,35.7,16,%,,%,%,19,0,2,86,57,15,10,0.3,556,2,25,0,28,4,0,0,286
11,33,65,JEFFERSON,Jefferson,Jefferson,Jefferson County,FL,14105,628,14,15,36,59,84,88,124,121,67,19,1,0 to 101,56,371,253,4,622,6,0,10,498,118,8,80,548,0,0,622,48,29,3,0,42,35,0,77,2,2,12,14,10,9,12,7,6,6,0,0 to 95,47,37,29,8,3,9,63,5,14,2,10,0,0,4,80,38,42,77,3,0,1393,3,1477,1396,80,0,78,0,78,0,1555,80,626,706,5,5.1,12.7,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,increased by,decreased by,increased by,1,3,16.7,8.9, case, cases,%,%,0,4,4,16,10,20,13,5,77,4,3,0,9,1,2,0,3
37,34,67,LAFAYETTE,Lafayette,Lafayette,Lafayette County,FL,8744,383,7,3,47,48,43,40,42,51,57,44,1,0 to 119,56,238,136,9,383,0,0,11,329,27,1,53,330,0,0,383,46,7,0,0,24,26,3,53,2,3,7,11,5,9,6,6,2,2,0,3 to 98,40,31,8,6,8,10,35,8,13,0,4,0,0,0,53,26,24,53,0,0,638,0,692,638,53,0,14,0,14,0,706,53,344,397,4.5,7.5,13.8,6/28/2020 5:00,7/4/2020 5:00,NO,NO,NO,YES,increased by,decreased by,decreased by,decreased by,100,40,54.5,41,%,%,%,%,0,0,0,13,4,25,8,0,52,0,1,0,6,0,0,0,0
