OBJECTID_1,DEPCODE,FIPS,COUNTYNAME,County_1,County2,County3,State,CountyPopulation,NumPeopleTested,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRang,PUIAgeMedi,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRe,PUIFLResOu,PUIContNo,PUIContUnk,PUITravelN,PUITravelY,TPositive,TNegative,TInconc,TPending,T_Total_Re,T_LabPriva,T_LabDOH_R,T_LabPri_1,T_LabDOH_N,C_Female,C_Male,C_SexUnkn,C_AllResTy,C_Age_0_4,C_Age_5_14,C_Age_15_2,C_Age_25_3,C_Age_35_4,C_Age_45_5,C_Age_55_6,C_Age_65_7,C_Age_75_8,C_Age_85pl,C_Age_Unkn,C_AgeRange,C_AgeMedia,C_RaceWhit,C_RaceBlac,C_RaceOthe,C_RaceUnkn,C_Hispanic,C_Hispan_1,C_Hispan_2,C_EDYes_Re,C_EDYes_No,C_HospYesRES,C_HospYesNONRES,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFL,T_total,T_negative,T_positive,Anitbody_Positive,Antibody_Negative,Antibody_Inconclusive,Antibody_tested,Antibody_PctPos,Tests_AllSources,Postive_AllSources,Negative_Allsources,TestedPeople_AllSources,Percent_PopTest,Percent_PosTests,Percent_PositivePeople,Start,End,M_ILI,M_COVID,M_PosTests,M_PctPos,D_ILI,D_COVID,D_PosTests,D_PctPos,P_ILI,P_COVID,P_PosTests,P_PctPos,Text_ILI,Text_COVID,Text_PosTests,Text_PctPos,C_LTCF_Cases,C_LTCF_Deaths,ALL_DEATHS,ALL_ER,ALL_HOSPITAL,Perc_ER,Perc_Hosp,Perc_Died,Cases_Yesterday,Deaths_Yesterday,C_deltaCases,C_DeltaDeaths,C_Pediatric_Cases,C_Pedia_ER,C_Pedia_Hosp,C_PrisonDeaths,C_Delta2
47,11,21,COLLIER,Collier,Collier,Collier County,FL,363922,19954,509,802,2169,2465,2600,2672,2842,2915,2206,736,38,0 to 105,50,10605,9195,154,19579,375,0,695,15676,4027,183,6468,13347,3,136,19440,6014,355,80,16,3174,3145,50,6369,181,342,1189,1085,1105,969,747,427,292,128,0,0 to 101,38,2943,315,450,2661,2593,1270,2506,688,21,452,11,6,94,6465,3198,3210,6369,96,0,36979,279,43763,37258,6465,404,11524,1,11929,3.39,55692,6869,24871,31883,8.8,12.3,34.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,decreased by,8.5,8.3,31.4,14.5,%,%,%,%,53,38,100,709,463,11,8,1.5,6220,94,245,0,739,43,18,0,7
16,12,23,COLUMBIA,Columbia,Columbia,Columbia County,FL,69105,3773,100,116,273,479,481,501,722,586,300,206,9,0 to 119,53,2075,1612,86,3755,18,0,307,3163,550,16,589,3181,0,3,3752,541,43,5,0,240,344,0,584,20,26,60,115,92,86,93,59,27,11,0,0 to 118,43,247,166,59,112,65,397,122,15,0,60,0,0,4,589,348,241,584,5,0,7019,13,7627,7032,589,12,232,0,244,4.92,7871,601,3413,4017,5.8,7.6,15.9,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,25,11.1,14.6,10,%,%,%,%,20,0,4,15,60,3,11,0.7,475,4,114,0,56,0,0,0,41
48,13,25,DADE,Dade,Miami-Dade,Miami-Dade County,FL,2715516,203267,2385,3904,18238,34279,32938,36732,33306,21789,12187,6821,688,0 to 225,47,105461,96614,1192,201641,1625,1,4927,182211,21836,1047,67714,135275,97,181,201365,66026,1020,658,9,33594,33301,151,67046,816,1727,8289,13251,11450,12083,9485,5491,3087,1950,84,0 to 108,43,25206,7304,2361,32175,26076,9014,31956,8122,54,4414,31,15,1143,67713,33646,33893,67045,667,1,364545,943,433978,365488,67713,3344,55163,2,58509,5.72,492487,71057,190438,261776,9.6,14.4,35,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,14.8,12.9,30.7,4.5,%,%,%,%,996,545,1158,8176,4445,13,7,1.7,64444,1139,3269,4,3614,335,49,11,1260
58,14,27,DESOTO,Desoto,Desoto,Desoto County,FL,36399,3005,83,156,288,434,446,516,541,305,161,71,4,0 to 102,47,1244,1634,127,2995,10,0,115,2069,837,14,886,2112,0,7,2988,758,128,0,0,385,497,4,886,30,81,124,180,158,130,109,53,12,9,0,0 to 92,36,611,90,32,153,505,213,168,138,0,80,0,0,11,886,497,385,886,0,0,5240,10,6146,5250,886,7,158,0,165,4.24,6311,893,2270,3170,8.7,14.1,29.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,decreased by,decreased by,37.5,35.3,49.1,23.4,%,%,%,%,1,0,11,138,80,16,10,1.2,831,11,55,0,134,6,3,0,36
26,15,29,DIXIE,Dixie,Dixie,Dixie County,FL,16437,870,21,29,76,97,143,111,143,134,74,41,1,0 to 118,52,519,336,15,870,0,0,15,720,132,2,117,753,0,0,870,97,20,0,0,64,52,1,117,0,5,19,13,18,14,15,18,11,4,0,6 to 91,48,83,15,1,18,0,96,21,23,0,14,0,0,4,117,52,64,117,0,0,1568,0,1686,1568,117,0,31,0,31,0,1717,117,784,901,5.5,6.8,13.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,80,33.3,138.5,28,%,%,%,%,0,0,4,23,14,20,12,3.4,108,4,9,0,12,0,0,0,3
36,16,31,DUVAL,Duval,Duval,Duval County,FL,924229,59516,986,1456,6402,10568,8904,8987,9801,6988,3510,1783,131,-6 to 119,46,32580,26143,793,58828,688,0,1195,54470,3851,234,13372,46035,11,98,58723,12293,920,144,13,6948,6175,90,13213,168,465,2373,3400,2286,1843,1439,804,361,225,6,0 to 102,35,3317,3957,1167,4772,1173,6262,5778,709,22,413,11,3,84,13370,6261,7016,13213,157,0,127400,522,141477,127922,13370,583,7676,3,8262,7.06,149739,13953,53711,67778,7.3,9.3,23.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,7.1,41.6,4.3,14.6,%,%,%,%,399,37,87,731,424,6,4,0.7,12864,81,506,3,915,27,6,0,60
63,17,33,ESCAMBIA,Escambia,Escambia,Escambia County,FL,311522,21007,487,547,2185,3040,2513,2792,3657,3004,1732,994,56,0 to 119,51,12456,8473,78,17888,3119,0,530,19240,1720,113,4335,16655,2,15,17871,3701,78,556,0,2044,1701,34,3779,45,114,912,900,599,516,512,324,254,159,0,0 to 105,36,1593,978,125,1083,118,2369,1292,366,2,185,1,3,54,4335,1933,2368,3779,556,0,39388,2517,46254,41905,4335,39,1175,0,1214,3.21,47468,4374,17830,22221,7.1,9.2,20.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,1.3,0.5,22.8,8.3,%,%,%,%,149,37,57,368,186,9,5,1.3,4146,53,189,1,254,21,6,0,29
59,18,35,FLAGLER,Flagler,Flagler,Flagler County,FL,107139,4269,59,52,248,437,495,614,822,816,501,219,6,0 to 119,57,2480,1728,61,4230,39,0,170,3771,383,49,509,3757,0,3,4227,425,75,9,0,272,220,8,500,8,14,61,81,54,84,86,78,32,11,0,1 to 94,50,297,65,91,47,64,358,78,72,4,43,2,1,5,509,225,276,500,9,0,9740,30,10294,9770,509,38,1160,0,1198,3.17,11492,547,4917,5467,5.1,4.8,12.8,7/5/2020 5:00,7/11/2020 5:00,YES,NO,NO,YES,decreased by,decreased by,increased by,decreased by,10,2.7,7.4,20.4,%,%,%,%,2,0,6,76,45,15,9,1.2,493,5,16,0,32,4,0,0,8
65,19,37,FRANKLIN,Franklin,Franklin,Franklin County,FL,11736,547,6,8,30,43,43,64,128,131,76,18,0,0 to 95,61,315,230,2,543,4,0,10,482,47,10,44,502,0,1,542,40,3,1,0,26,17,0,43,0,1,3,7,3,6,11,6,5,2,0,9 to 85,56,26,9,0,8,1,33,9,5,0,1,0,0,0,44,17,27,43,1,0,1649,3,1697,1652,44,1,466,0,467,0.21,2164,45,968,1014,8.6,2.1,8.2,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,50,66.7,125,359,%,%,%,%,0,0,0,5,1,12,3,0,33,0,11,0,3,0,0,0,0
9,20,39,GADSDEN,Gadsden,Gadsden,Gadsden County,FL,46017,3230,60,123,266,539,550,560,491,400,155,83,3,0 to 119,46,2195,1023,12,3212,17,1,52,2821,482,20,615,2613,1,1,3211,598,13,4,0,395,215,1,611,10,36,71,116,128,107,63,44,27,12,1,0 to 98,40,196,248,30,137,88,353,170,110,0,74,0,0,8,615,215,399,610,4,1,6508,13,7151,6521,615,9,125,0,134,6.72,7285,624,2738,3364,7.3,8.6,19.3,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,33.3,30.8,48.8,13.3,%,%,%,%,0,4,8,110,74,18,13,1.3,588,8,27,0,63,3,1,0,110
1,21,41,GILCHRIST,Gilchrist,Gilchrist,Gilchrist County,FL,17615,833,18,24,98,107,120,127,124,105,74,36,0,0 to 118,49,461,364,8,833,0,0,20,688,184,3,143,690,0,0,833,122,21,0,0,45,98,0,143,5,6,23,22,25,24,21,10,7,0,0,0 to 83,40,96,15,15,17,29,92,22,8,0,1,0,0,0,143,98,45,143,0,0,2542,0,2690,2542,143,3,69,0,72,4.17,2762,146,759,905,5.1,5.3,17.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,900,600,10.5,37.2,%,%,%,%,0,0,0,8,1,6,1,0,135,0,8,0,18,0,0,0,35
55,22,43,GLADES,Glades,Glades,Glades County,FL,13363,382,7,16,51,80,80,46,35,33,26,6,2,1 to 90,39,185,196,1,382,0,0,41,196,200,0,209,173,0,0,382,207,2,0,0,85,124,0,209,4,5,35,57,55,28,15,6,2,1,1,1 to 89,36,156,30,12,11,120,75,14,30,0,20,0,0,1,209,124,85,209,0,0,576,0,787,576,209,2,17,0,19,10.53,806,211,190,401,3,26.2,55.2,7/5/2020 5:00,7/11/2020 5:00,NO,NO,YES,YES,increased by,decreased by,decreased by,decreased by,1,50,43.8,12.3, case,%,%,%,0,0,1,30,20,15,10,0.5,203,1,6,0,14,1,0,0,112
38,23,45,GULF,Gulf,Gulf,Gulf County,FL,16055,735,18,27,65,75,74,125,141,124,66,20,0,0 to 94,53,421,311,3,676,59,0,35,590,116,16,98,637,0,0,676,90,3,5,0,49,44,0,93,1,6,21,13,15,24,12,5,0,1,0,2 to 89,40,60,24,3,6,12,75,6,18,1,5,1,0,0,98,48,50,93,5,0,2246,54,2402,2300,98,0,66,0,66,0,2468,98,703,801,5,4,13.3,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,100,100,54.2,61,%,%,%,%,0,0,0,19,6,20,7,0,90,0,8,0,9,0,0,0,1
14,24,47,HAMILTON,Hamilton,Hamilton,Hamilton County,FL,14269,2120,28,43,190,557,426,333,252,173,72,42,4,0 to 118,40,525,1573,22,2114,6,0,47,1903,428,6,434,1685,0,1,2113,421,10,2,1,133,298,0,431,17,26,60,107,76,69,56,16,6,1,0,0 to 86,35,165,220,35,11,68,208,155,60,1,16,0,0,2,434,300,134,431,3,0,2853,3,3291,2856,434,1,44,0,45,2.22,3336,435,1729,2165,15.2,13,20.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,decreased by,decreased by,decreased by,50,18.2,20.4,27.4,%,%,%,%,0,0,2,61,16,15,4,0.5,425,2,9,0,59,8,0,0,221
23,25,49,HARDEE,Hardee,Hardee,Hardee County,FL,27228,1478,58,127,222,271,189,184,178,147,75,27,0,0 to 94,38,799,653,26,1470,8,0,72,675,702,14,607,871,0,0,1470,423,178,5,1,309,287,5,601,21,63,109,130,90,75,49,45,20,5,0,0 to 86,32,450,66,56,29,417,157,27,92,3,51,3,1,4,607,291,311,601,6,0,2698,2,3308,2700,607,7,51,0,58,12.07,3366,614,922,1536,5.6,18.2,41.5,7/5/2020 5:00,7/11/2020 5:00,NO,YES,NO,NO,increased by,decreased by,increased by,decreased by,66.7,4.8,2.1,20.7,%,%,%,%,9,1,5,95,54,16,9,0.8,602,4,5,0,109,8,0,0,2
60,26,51,HENDRY,Hendry,Hendry,Hendry County,FL,40127,3096,108,147,432,577,501,449,387,228,150,110,7,0 to 104,40,1520,1559,17,3094,2,0,288,1769,1170,8,1241,1854,0,1,3093,1196,45,0,0,521,713,7,1241,34,59,202,277,233,194,118,65,36,23,0,0 to 101,37,979,121,43,98,859,303,79,198,0,107,0,0,29,1241,713,521,1241,0,0,5071,2,6324,5073,1241,12,123,0,135,8.89,6459,1253,1977,3231,8.1,19.4,40.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,decreased by,decreased by,9.1,38.5,32.9,22.2,%,%,%,%,13,18,29,198,107,16,9,2.3,1196,28,45,1,128,6,0,0,46
33,27,53,HERNANDO,Hernando,Hernando,Hernando County,FL,182696,4704,84,87,437,643,573,695,808,641,458,274,4,0 to 102,52,2780,1907,17,4681,23,0,290,3750,988,54,909,3792,0,3,4678,730,170,8,1,447,452,1,900,13,26,154,172,123,144,122,89,46,20,0,0 to 100,41,619,66,71,144,128,513,259,171,2,85,2,1,8,909,454,454,900,9,0,12389,14,13316,12403,909,25,1186,0,1211,2.06,14527,934,4978,5915,3.2,6.4,19.9,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,30.4,20.2,58.8,5.9,%,%,%,%,29,0,9,173,87,20,10,1,861,8,48,0,57,3,0,0,9
45,28,55,HIGHLANDS,Highlands,Highlands,Highlands County,FL,102101,4181,76,74,229,456,391,497,660,760,658,360,20,0 to 119,60,2511,1635,35,4115,66,0,105,3676,479,33,557,3618,1,5,4109,499,55,3,0,298,255,1,554,14,17,64,87,75,85,96,62,51,6,0,0 to 95,48,302,101,84,67,174,298,82,124,2,85,1,0,13,557,258,298,554,3,0,10507,63,11146,10570,557,21,415,0,436,4.82,11582,578,4033,4617,4.5,5,13.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,26.1,31.6,39.3,72.9,%,%,%,%,17,0,13,126,86,23,16,2.3,532,13,25,0,37,2,0,0,15
20,29,57,HILLSBOROUGH,Hillsborough,Hillsborough,Hillsborough County,FL,1378883,69579,1643,2184,7619,11822,10282,10572,10719,8032,4294,1979,433,0 to 119,46,39047,30067,465,69130,449,0,1407,63174,5104,345,19828,49578,22,151,68957,19340,383,102,3,10348,9189,186,19723,401,787,3665,4686,3134,2806,2053,1055,591,329,321,0 to 104,35,5946,2392,2183,9202,4015,5277,10431,1401,12,813,9,3,188,19828,9238,10404,19723,105,0,148677,340,169045,149017,19828,456,15295,0,15751,2.9,184796,20284,64873,85330,6.2,11,29.2,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,decreased by,0.6,15,9.4,12.7,%,%,%,%,594,116,191,1413,822,8,5,1,19150,188,678,0,1602,92,9,0,13
18,30,59,HOLMES,Holmes,Holmes,Holmes County,FL,19430,984,16,16,82,149,138,161,169,160,67,25,1,0 to 119,51,473,496,15,970,14,0,12,763,227,10,229,754,0,1,969,197,27,3,2,43,181,0,224,2,0,26,65,53,39,20,15,5,4,0,1 to 93,38,130,71,9,14,16,173,35,9,0,7,0,0,1,229,182,47,224,5,0,2565,9,2809,2574,229,1,61,0,62,1.61,2871,230,815,1046,5.4,8,23.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,YES,NO,increased by,decreased by,decreased by,increased by,100,55.6,27.8,5.6,%,%,%,%,9,0,1,9,7,4,4,0.4,227,1,2,0,3,0,0,0,144
61,31,61,INDIAN RIVER,Indian River,Indian River,Indian River County,FL,150984,6779,102,143,595,702,681,831,1047,1163,847,652,16,0 to 119,58,4085,2659,35,6707,72,0,278,5344,1340,83,1259,5492,0,28,6681,1232,15,10,2,645,593,9,1247,25,65,244,218,176,167,121,104,81,57,1,0 to 99,38,535,95,119,498,254,435,558,166,6,90,3,0,21,1259,601,649,1247,12,0,17504,58,18832,17562,1259,47,1838,0,1885,2.49,20717,1306,7330,8664,5.7,6.3,19.3,7/5/2020 5:00,7/11/2020 5:00,YES,NO,NO,YES,did not change,decreased by,decreased by,decreased by,,45.9,9.2,15.3,,%,%,%,58,11,21,172,93,14,8,1.7,1185,20,74,1,129,4,1,0,1
52,32,63,JACKSON,Jackson,Jackson,Jackson County,FL,48472,3412,38,53,298,571,575,595,522,344,252,158,6,0 to 105,47,1545,1779,88,3387,25,0,22,2682,568,39,632,2776,1,3,3383,580,41,10,1,208,410,3,621,6,10,65,120,122,124,92,48,26,19,0,0 to 100,44,246,184,29,162,33,338,250,92,2,61,0,0,2,632,415,213,621,11,0,5917,14,6574,5931,632,21,149,0,170,12.35,6744,653,2925,3582,7.4,9.7,19.1,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,75,100,371.1,179.4,%,%,%,%,56,0,2,94,61,15,10,0.3,587,2,45,0,28,4,0,0,287
11,33,65,JEFFERSON,Jefferson,Jefferson,Jefferson County,FL,14105,636,14,15,35,60,86,91,125,122,68,19,1,0 to 101,56,375,257,4,630,6,0,13,500,123,10,87,549,0,0,630,56,28,3,0,45,39,0,84,2,2,11,15,12,11,13,8,7,6,0,0 to 95,49,40,32,8,4,9,69,6,17,2,12,0,0,4,87,42,45,84,3,0,1447,2,1537,1449,87,0,78,0,78,0,1615,87,627,714,5.1,5.4,13.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,did not change,increased by,increased by,increased by,,50,120,79.6,,%,%,%,0,4,4,19,12,22,14,4.6,81,4,6,0,8,1,2,0,5
