OBJECTID_1,DEPCODE,FIPS,COUNTYNAME,County_1,County2,County3,State,CountyPopulation,NumPeopleTested,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRang,PUIAgeMedi,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRe,PUIFLResOu,PUIContNo,PUIContUnk,PUITravelN,PUITravelY,TPositive,TNegative,TInconc,TPending,T_Total_Re,T_LabPriva,T_LabDOH_R,T_LabPri_1,T_LabDOH_N,C_Female,C_Male,C_SexUnkn,C_AllResTy,C_Age_0_4,C_Age_5_14,C_Age_15_2,C_Age_25_3,C_Age_35_4,C_Age_45_5,C_Age_55_6,C_Age_65_7,C_Age_75_8,C_Age_85pl,C_Age_Unkn,C_AgeRange,C_AgeMedia,C_RaceWhit,C_RaceBlac,C_RaceOthe,C_RaceUnkn,C_Hispanic,C_Hispan_1,C_Hispan_2,C_EDYes_Re,C_EDYes_No,C_HospYesRES,C_HospYesNONRES,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFL,T_total,T_negative,T_positive,Anitbody_Positive,Antibody_Negative,Antibody_Inconclusive,Antibody_tested,Antibody_PctPos,Tests_AllSources,Postive_AllSources,Negative_Allsources,TestedPeople_AllSources,Percent_PopTest,Percent_PosTests,Percent_PositivePeople,Start,End,M_ILI,M_COVID,M_PosTests,M_PctPos,D_ILI,D_COVID,D_PosTests,D_PctPos,P_ILI,P_COVID,P_PosTests,P_PctPos,Text_ILI,Text_COVID,Text_PosTests,Text_PctPos,C_LTCF_Cases,C_LTCF_Deaths,ALL_DEATHS,ALL_ER,ALL_HOSPITAL,Perc_ER,Perc_Hosp,Perc_Died,Cases_Yesterday,Deaths_Yesterday,C_deltaCases,C_DeltaDeaths,C_Pediatric_Cases,C_Pedia_ER,C_Pedia_Hosp,C_PrisonDeaths,C_Delta2,C_Trend1,C_Trend2
47,11,21,COLLIER,Collier,Collier,Collier County,FL,363922,20640,541,830,2280,2581,2707,2793,2949,2954,2226,741,38,0 to 105,49,10945,9547,148,20262,378,0,815,15904,4506,191,7077,13410,3,150,20109,6620,357,83,16,3483,3456,38,6977,193,364,1287,1202,1206,1081,844,457,310,132,0,0 to 101,38,3353,358,510,2756,2885,1496,2596,775,22,497,12,6,100,7076,3513,3520,6977,99,0,39692,279,47091,39971,7076,404,11524,1,11929,3.39,59020,7480,24934,32569,8.9,12.7,36.2,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,decreased by,8.5,8.3,31.4,14.5,%,%,%,%,64,38,106,797,509,12,8,1.5,6872,99,204,1,788,48,18,0,7,-5,15
16,12,23,COLUMBIA,Columbia,Columbia,Columbia County,FL,69105,4260,100,123,319,573,597,608,793,623,305,210,9,0 to 119,51,2136,2045,79,4241,19,0,329,3341,850,16,1087,3170,0,3,4238,1016,65,6,0,305,776,0,1081,20,33,106,213,209,194,165,98,32,17,0,0 to 97,43,343,225,68,445,71,483,527,16,0,61,0,0,4,1087,781,306,1081,6,0,7656,13,8786,7669,1087,12,232,0,244,4.92,9030,1099,3402,4504,6.5,12.2,25.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,25,11.1,14.6,10,%,%,%,%,26,0,4,16,61,2,6,0.4,929,4,158,0,70,0,0,0,314,0,0
48,13,25,DADE,Dade,Miami-Dade,Miami-Dade County,FL,2715516,210842,2510,4133,19297,35785,34233,38103,34316,22351,12462,6956,696,0 to 225,47,109332,100266,1244,209183,1658,1,5226,188556,22998,1058,75427,135138,95,182,208908,73665,1058,693,9,37482,37017,224,74723,913,1951,9357,14794,12787,13465,10521,6069,3375,2101,92,0 to 108,43,27500,7849,2699,36675,28632,9698,36393,8563,57,4570,32,15,1246,75425,37376,37800,74722,702,1,384967,939,462196,385906,75425,3344,55163,2,58509,5.72,520705,78769,190301,269351,9.9,15.1,37.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,14.8,12.9,30.7,4.5,%,%,%,%,1044,545,1261,8620,4602,12,7,1.7,72317,1202,3108,44,4101,373,53,11,1360,-3,154
58,14,27,DESOTO,Desoto,Desoto,Desoto County,FL,36399,3153,85,170,304,466,476,544,557,312,163,72,4,0 to 102,46,1291,1738,124,3142,11,0,119,2159,993,15,1015,2130,0,8,3134,885,129,1,0,416,595,3,1014,33,93,135,206,188,156,122,58,14,10,0,0 to 97,36,662,98,35,219,546,233,235,144,0,85,0,0,13,1015,595,417,1014,1,0,6259,10,7303,6269,1015,7,158,0,165,4.24,7468,1022,2288,3318,9.1,13.7,32.4,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,decreased by,decreased by,37.5,35.3,49.1,23.4,%,%,%,%,1,0,13,144,85,15,9,1.3,997,12,18,1,153,6,3,0,136,1,2
26,15,29,DIXIE,Dixie,Dixie,Dixie County,FL,16437,910,25,33,77,104,151,113,146,141,78,41,1,0 to 118,51,542,354,14,910,0,0,22,727,162,2,146,764,0,0,910,120,26,0,0,80,65,1,146,0,7,19,19,22,17,19,24,15,4,0,6 to 91,50,110,15,1,20,0,120,26,29,0,17,0,0,4,146,65,80,146,0,0,1667,0,1814,1667,146,0,31,0,31,0,1845,146,795,941,5.7,7.9,16,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,increased by,80,33.3,138.5,28,%,%,%,%,0,0,4,29,17,20,12,2.7,135,4,11,0,14,0,0,0,4,0,0
36,16,31,DUVAL,Duval,Duval,Duval County,FL,924229,61140,1034,1539,6654,10876,9189,9253,9998,7096,3565,1802,134,-6 to 119,46,33443,26924,773,60437,703,0,1318,55521,4200,240,14993,46038,11,98,60332,13750,1070,157,15,7794,6936,90,14820,187,532,2622,3721,2573,2118,1643,917,424,246,9,0 to 102,36,3729,4606,1297,5188,1278,7046,6496,789,24,450,12,4,89,14992,7031,7868,14820,172,0,135544,520,151246,136064,14992,583,7676,3,8262,7.06,159508,15575,53714,69402,7.5,9.8,25.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,7.1,41.6,4.3,14.6,%,%,%,%,430,37,93,813,462,6,4,0.6,14152,89,840,0,1041,29,6,0,65,2,16
63,17,33,ESCAMBIA,Escambia,Escambia,Escambia County,FL,311522,21695,499,571,2320,3167,2618,2902,3726,3060,1769,1007,56,0 to 119,50,12819,8785,91,18502,3193,0,605,19710,1932,118,5054,16620,2,19,18481,4345,79,630,0,2381,1997,46,4424,53,139,1052,1033,714,624,592,380,293,174,0,0 to 105,37,1808,1131,146,1339,138,2724,1562,446,2,251,1,3,56,5054,2256,2752,4424,630,0,42775,2519,50366,45294,5054,39,1175,0,1214,3.21,51580,5093,17795,22909,7.4,9.9,23.5,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,decreased by,decreased by,increased by,decreased by,1.3,0.5,22.8,8.3,%,%,%,%,188,37,59,448,252,9,5,1.2,4745,55,309,1,319,25,7,0,35,3,4
59,18,35,FLAGLER,Flagler,Flagler,Flagler County,FL,107139,4343,63,55,266,443,505,624,834,825,502,219,7,0 to 119,57,2524,1760,59,4304,39,0,185,3781,452,54,575,3764,0,4,4300,482,84,9,0,308,251,7,566,10,17,79,85,62,95,97,85,33,11,1,0 to 94,49,331,75,100,60,72,410,84,85,4,49,2,1,7,575,256,312,566,9,0,10276,30,10892,10306,575,38,1160,0,1198,3.17,12090,613,4924,5541,5.2,5.1,14.1,7/5/2020 5:00,7/11/2020 5:00,YES,NO,NO,YES,decreased by,decreased by,increased by,decreased by,10,2.7,7.4,20.4,%,%,%,%,1,0,8,89,51,16,9,1.4,557,6,18,1,38,4,0,0,8,-3,2
65,19,37,FRANKLIN,Franklin,Franklin,Franklin County,FL,11736,562,9,8,32,44,45,68,131,131,76,18,0,0 to 95,61,325,235,2,558,4,0,11,483,56,12,49,512,0,1,557,44,3,1,0,28,19,0,47,0,1,4,7,3,7,13,6,5,2,0,9 to 85,56,34,12,0,1,2,43,2,7,0,3,0,0,0,48,19,29,47,1,0,1736,3,1788,1739,48,1,466,0,467,0.21,2255,49,978,1029,8.8,2.2,8.7,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,decreased by,decreased by,increased by,increased by,50,66.7,125,359,%,%,%,%,0,0,0,7,3,15,7,0,47,0,1,0,3,0,0,0,0,0,0
9,20,39,GADSDEN,Gadsden,Gadsden,Gadsden County,FL,46017,3348,66,138,283,559,575,574,499,407,158,86,3,0 to 119,45,2249,1083,16,3328,19,1,73,2874,540,22,721,2625,1,1,3327,696,19,6,0,441,268,6,715,14,47,88,137,149,119,72,49,30,15,1,0 to 98,39,210,278,37,190,102,387,226,121,0,77,0,0,9,721,268,447,714,6,1,6856,13,7607,6869,721,9,125,0,134,6.72,7741,730,2750,3482,7.6,9.4,21.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,33.3,30.8,48.8,13.3,%,%,%,%,1,4,9,121,77,17,11,1.2,687,9,34,0,80,4,1,0,113,2,2
1,21,41,GILCHRIST,Gilchrist,Gilchrist,Gilchrist County,FL,17615,869,24,25,102,113,123,129,126,111,79,37,0,0 to 118,49,484,377,8,869,0,0,24,692,213,3,176,693,0,0,869,151,25,0,0,65,111,0,176,7,7,26,28,28,28,23,16,12,1,0,0 to 94,41,128,15,16,17,29,124,23,11,0,3,0,0,0,176,111,65,176,0,0,2624,0,2805,2624,176,3,69,0,72,4.17,2877,179,762,941,5.3,6.2,20.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,decreased by,900,600,10.5,37.2,%,%,%,%,1,0,0,11,3,7,2,0,169,0,7,0,21,0,0,0,37,0,0
55,22,43,GLADES,Glades,Glades,Glades County,FL,13363,387,7,16,51,81,81,48,37,33,26,6,1,1 to 90,39,188,198,1,387,0,0,47,195,208,0,215,172,0,0,387,213,2,0,0,89,126,0,215,4,5,35,58,57,30,17,6,2,1,0,1 to 89,36,163,31,12,9,123,80,12,33,0,21,0,0,1,215,126,89,215,0,0,597,0,813,597,215,2,17,0,19,10.53,832,217,189,406,3,26.1,56.1,7/5/2020 5:00,7/11/2020 5:00,NO,NO,YES,YES,increased by,decreased by,decreased by,decreased by,1,50,43.8,12.3, case,%,%,%,0,0,1,33,21,16,10,0.5,213,1,2,0,14,1,0,0,113,0,0
38,23,45,GULF,Gulf,Gulf,Gulf County,FL,16055,756,15,26,66,81,79,132,142,128,67,20,0,0 to 94,53,435,318,3,696,60,0,36,593,132,16,118,638,0,0,696,109,3,6,0,62,50,0,112,1,5,22,17,19,31,12,9,1,1,0,2 to 89,42,70,34,3,5,12,94,6,24,1,7,1,0,0,118,55,63,112,6,0,2311,54,2487,2365,118,0,66,0,66,0,2553,118,704,822,5.1,4.6,15.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,100,100,54.2,61,%,%,%,%,0,0,0,25,8,22,7,0,109,0,9,0,9,0,0,0,2,0,0
14,24,47,HAMILTON,Hamilton,Hamilton,Hamilton County,FL,14269,2154,29,48,198,563,433,335,253,175,73,43,4,0 to 118,40,542,1590,22,2147,7,0,47,1916,448,8,469,1684,0,1,2146,455,10,3,1,151,314,0,465,18,31,68,113,83,71,57,19,7,2,0,0 to 86,35,175,237,35,18,71,232,162,65,1,17,0,0,2,469,317,152,465,4,0,2919,3,3392,2922,469,1,44,0,45,2.22,3437,470,1728,2199,15.4,13.7,21.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,decreased by,decreased by,decreased by,50,18.2,20.4,27.4,%,%,%,%,0,0,2,66,17,15,4,0.4,444,2,25,0,70,9,0,0,221,0,0
23,25,49,HARDEE,Hardee,Hardee,Hardee County,FL,27228,1548,53,136,235,288,203,198,182,150,75,28,0,0 to 94,37,841,683,24,1540,8,0,72,683,775,15,649,899,0,0,1540,439,204,5,1,334,305,4,643,22,69,117,137,97,81,54,46,20,6,0,0 to 87,32,481,71,66,25,449,170,24,101,3,55,3,1,4,649,309,336,643,6,0,2882,2,3535,2884,649,7,51,0,58,12.07,3593,656,950,1606,5.9,18.3,42.4,7/5/2020 5:00,7/11/2020 5:00,NO,YES,NO,NO,increased by,decreased by,increased by,decreased by,66.7,4.8,2.1,20.7,%,%,%,%,9,1,5,104,58,17,9,0.8,633,4,16,0,117,8,0,0,2,0,1
60,26,51,HENDRY,Hendry,Hendry,Hendry County,FL,40127,3177,116,154,448,588,504,462,403,231,154,110,7,0 to 104,40,1565,1594,18,3175,2,0,298,1751,1246,11,1310,1866,0,1,3174,1265,45,0,0,561,741,8,1310,39,66,214,286,238,205,131,68,40,23,0,0 to 101,37,1051,135,41,83,906,338,66,212,0,115,0,0,30,1310,741,561,1310,0,0,5274,2,6599,5276,1310,12,123,0,135,8.89,6734,1322,1989,3312,8.3,19.6,41.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,decreased by,decreased by,9.1,38.5,32.9,22.2,%,%,%,%,14,18,30,212,115,17,9,2.3,1288,30,22,0,141,7,0,0,60,1,3
33,27,53,HERNANDO,Hernando,Hernando,Hernando County,FL,182696,4817,85,93,453,659,585,711,821,653,474,279,4,0 to 102,52,2847,1954,16,4791,26,0,319,3760,1078,54,1017,3799,0,1,4790,818,186,11,1,511,493,0,1004,13,32,167,189,135,160,135,99,61,25,0,0 to 100,41,700,79,76,149,144,600,260,200,2,105,2,1,13,1016,497,519,1004,12,0,12869,14,13902,12883,1016,25,1186,0,1211,2.06,15113,1041,4985,6028,3.3,6.9,21.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,increased by,30.4,20.2,58.8,5.9,%,%,%,%,9,0,14,202,107,20,11,1.4,987,10,29,3,63,4,0,0,10,18,7
45,28,55,HIGHLANDS,Highlands,Highlands,Highlands County,FL,102101,4296,79,83,248,473,407,511,674,767,669,365,20,0 to 119,60,2555,1707,34,4230,66,0,113,3719,537,34,656,3634,0,6,4224,590,63,3,0,340,312,1,653,16,21,79,104,89,97,109,69,61,11,0,0 to 95,47,357,125,99,72,204,354,95,150,2,98,1,0,13,656,315,340,653,3,0,10965,63,11698,11028,656,21,415,0,436,4.82,12134,677,4049,4732,4.6,5.6,15.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,increased by,increased by,increased by,increased by,26.1,31.6,39.3,72.9,%,%,%,%,23,0,13,152,99,24,16,2,627,13,29,0,46,4,0,0,18,10,1
20,29,57,HILLSBOROUGH,Hillsborough,Hillsborough,Hillsborough County,FL,1378883,71311,1693,2289,7890,12131,10559,10853,10898,8158,4358,2009,473,0 to 119,45,39974,30868,469,70855,456,0,1603,64277,5684,360,21563,49576,22,150,70683,21045,400,109,3,11270,9980,195,21445,439,891,3936,4991,3401,3086,2243,1187,660,362,361,0 to 104,35,6565,2627,2396,9857,4479,5841,11125,1553,12,892,9,3,232,21557,10032,11330,21445,112,0,155733,341,177852,156074,21557,456,15295,0,15751,2.9,193603,22013,64871,87062,6.3,11.4,30.9,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,decreased by,increased by,decreased by,0.6,15,9.4,12.7,%,%,%,%,759,116,235,1565,901,8,5,1.1,21018,192,539,40,1798,104,10,0,14,173,49
18,30,59,HOLMES,Holmes,Holmes,Holmes County,FL,19430,1030,18,19,88,160,148,165,173,162,71,25,1,0 to 119,50,491,524,15,1016,14,0,19,784,241,12,265,765,0,0,1016,229,31,3,2,55,205,0,260,3,1,33,74,60,43,23,16,8,4,0,1 to 93,38,145,72,10,33,16,189,55,11,0,7,0,0,1,265,206,59,260,5,0,2789,9,3067,2798,265,1,61,0,62,1.61,3129,266,826,1092,5.6,8.5,25.8,7/5/2020 5:00,7/11/2020 5:00,NO,NO,YES,NO,increased by,decreased by,decreased by,increased by,100,55.6,27.8,5.6,%,%,%,%,6,0,1,11,7,5,3,0.4,258,1,7,0,8,1,0,0,147,0,1
61,31,61,INDIAN RIVER,Indian River,Indian River,Indian River County,FL,150984,6976,100,161,627,736,709,863,1073,1175,856,660,16,0 to 119,57,4194,2745,37,6904,72,0,295,5425,1460,87,1431,5514,0,31,6875,1404,15,10,2,741,666,12,1419,30,81,267,249,200,190,141,115,89,68,1,0 to 99,38,598,118,130,573,278,499,642,181,6,101,3,0,22,1431,674,745,1419,12,0,18487,58,19987,18545,1431,47,1838,0,1885,2.49,21872,1478,7352,8861,5.9,6.8,21.2,7/5/2020 5:00,7/11/2020 5:00,YES,NO,NO,YES,did not change,decreased by,decreased by,decreased by,,45.9,9.2,15.3,,%,%,%,57,11,22,187,104,14,8,1.5,1386,22,45,0,157,5,1,0,1,1,4
52,32,63,JACKSON,Jackson,Jackson,Jackson County,FL,48472,3482,40,55,315,581,578,600,532,356,255,164,6,0 to 105,47,1586,1810,86,3457,25,0,25,2709,643,41,682,2795,1,4,3452,630,41,10,1,236,433,2,671,6,11,76,127,124,130,97,57,29,25,0,0 to 100,44,281,197,34,159,36,384,251,108,2,73,0,0,6,682,439,241,671,11,0,6227,14,6936,6241,682,21,149,0,170,12.35,7106,703,2944,3652,7.5,9.9,20.2,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,NO,increased by,increased by,increased by,increased by,75,100,371.1,179.4,%,%,%,%,50,0,6,110,73,17,11,0.9,675,5,7,1,33,4,0,0,288,-1,4
11,33,65,JEFFERSON,Jefferson,Jefferson,Jefferson County,FL,14105,655,17,17,36,63,87,95,127,124,68,20,1,0 to 101,55,386,265,4,649,6,0,15,507,138,10,102,552,0,1,648,64,35,3,0,53,46,0,99,2,3,11,18,13,16,15,10,7,7,0,0 to 95,48,47,37,11,4,10,82,7,21,2,13,0,0,4,102,49,53,99,3,0,1566,2,1671,1568,102,0,78,0,78,0,1749,102,630,733,5.2,5.8,15.6,7/5/2020 5:00,7/11/2020 5:00,NO,NO,NO,YES,did not change,increased by,increased by,increased by,,50,120,79.6,,%,%,%,3,4,4,23,13,23,13,3.9,100,4,2,0,9,1,2,0,10,0,0
